leworldmodel_full	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.padoc.zst	/mnt/treasure/ljx/artifacts_v7_sparse/leworldmodel_full.padoc.zst	39343269	38979996	3.4438	0.7786
qwen3_full	/mnt/treasure/ljx/artifacts_v6/qwen3_full.padoc.zst	/mnt/treasure/ljx/artifacts_v7_sparse/qwen3_full.padoc.zst	285455164	287737929	18.7104	4.6995
unifolm_full	/mnt/treasure/ljx/artifacts_v6/unifolm_full.padoc.zst	/mnt/treasure/ljx/artifacts_v7_sparse/unifolm_full.padoc.zst	777081067	774945231	83.0181	14.2033
llama_full	/mnt/treasure/ljx/artifacts_v6/llama_full.padoc.zst	/mnt/treasure/ljx/artifacts_v7_sparse/llama_full.padoc.zst	2573666097	2614795618	175.0975	44.0373
